S_area;S
1.25;0.0003253663407
1.29512136;-0.0002929647039
1.341042719;-0.0005017771822
1.387764079;-0.0002885229498
1.435285438;0.0002985522987
1.483606798;4.603870777e-05
1.532728157;-0.0001031814696
1.582649517;-6.394615356e-06
1.633370876;0.0001714853982
1.684892236;-0.0002991112543
1.737213595;0.0003574882232
1.790334955;0.0001980583303
1.844256315;0.0006084896181
1.898977674;-0.0003868914014
1.954499034;-0.0004606869606
2.010820393;-0.0005748773145
2.067941753;0.0001601667619
2.125863112;-0.0002003494016
2.184584472;0.0001565054739
2.244105831;-0.0003216697867
2.304427191;-2.464194434e-05
2.365548551;-0.0004277848142
2.42746991;-0.0002354739916
2.49019127;-0.0003175244569
2.553712629;-0.000290121501
2.618033989;-0.0002615548679
2.683155348;0.0004183556195
2.749076708;-5.340307203e-05
2.815798067;0.0003753746579
2.883319427;0.0004066347021
2.951640786;-0.0007119906666
3.020762146;-2.24719491e-05
3.090683506;0.0006181470191
3.161404865;-3.822204505e-05
3.232926225;0.0005599670171
3.305247584;0.0003470869128
3.378368944;0.0004894243448
3.452290303;-9.164031998e-05
3.527011663;-7.397891925e-05
3.602533022;-0.0005179985278
3.678854382;0.0002866494134
3.755975742;0.0001478364985
3.833897101;0.000630153911
3.912618461;-0.0008580441544
3.99213982;0.0004488075009
4.07246118;-0.0003016238724
4.153582539;-0.000372466862
4.235503899;-0.0006204335975
4.318225258;0.0002830211984
4.401746618;-0.0001855656841
4.486067977;0.0003246107572
4.571189337;-0.0002635104405
4.657110697;0.000485478388
4.743832056;-0.001083166757
4.831353416;0.0002612207742
4.919674775;-0.0005048690951
5.008796135;3.729260308e-06
5.098717494;0.0009725857454
5.189438854;-0.001023451164
5.280960213;-0.001271459033
5.373281573;-0.001084455102
5.466402933;-0.0004061089918
5.560324292;0.0007153582121
5.655045652;-0.0006791123085
5.750567011;-0.0007194126744
5.846888371;-0.0001179491175
5.94400973;0.0004231403392
6.04193109;0.001207486947
6.140652449;0.0007423521162
6.240173809;-5.627375906e-05
6.340495168;0.0002561691743
6.441616528;-0.0008951524199
6.543537888;0.0001052780793
6.646259247;0.000194911613
6.749780607;-0.0001387820231
6.854101966;-0.0008258172952
6.959223326;-0.000274367133
7.065144685;0.001259023133
7.171866045;0.0008606854066
7.279387404;-0.0003290119311
7.387708764;-1.574707333e-05
7.496830124;-0.0006831873785
7.606751483;4.210551995e-05
7.717472843;-0.0003100767522
7.828994202;-0.0003215281267
7.941315562;-0.002002049368
8.054436921;0.0008331989279
8.168358281;0.001437205497
8.28307964;-0.001031415425
8.398601;-0.001807309462
8.514922359;-0.001507616488
8.632043719;-0.000661486461
8.749965079;-0.0009342889575
8.868686438;-0.001279194926
8.988207798;-0.001368807245
9.108529157;0.0006151999209
9.229650517;-0.001475520559
9.351571876;-0.001100000746
9.474293236;0.002391075029
9.597814595;-0.0007469742959
9.722135955;0.00069169332
9.847257315;-0.0002103615604
9.973178674;0.0003058746226
10.09990003;-0.0005611642248
10.22742139;-0.0002972240187
10.35574275;0.000633806208
10.48486411;2.798324073e-07
10.61478547;-1.100051836e-05
10.74550683;-0.0001934360184
10.87702819;0.0004645530356
11.00934955;0.0006401649872
11.14247091;0.001256368485
11.27639227;0.0007201170096
11.41111363;-0.001041325591
11.54663499;0.002085426778
11.68295635;-0.0007561858051
11.82007771;0.0001793812557
11.95799907;0.001579725959
12.09672043;0.00128541277
12.23624179;-0.0007648320808
12.37656315;-0.001041491036
12.51768451;0.001040033619
12.65960587;0.0007903159044
12.80232722;-0.0003712732999
12.94584858;-0.0006493875305
13.09016994;0.000971628963
13.2352913;0.001624977118
13.38121266;-0.0007100712331
13.52793402;-0.0003461176256
13.67545538;-0.002624980587
13.82377674;-5.161664857e-06
13.9728981;0.0003318269063
14.12281946;-0.001031682975
14.27354082;0.002090117682
14.42506218;-0.001680153513
14.57738354;0.001576898329
14.7305049;-0.000847019321
14.88442626;0.0006690973697
15.03914762;-0.001009557891
15.19466898;0.0001481633488
15.35099034;-0.003026172302
15.5081117;-0.001015012508
15.66603306;0.001080275347
15.82475442;0.001545478481
15.98427578;0.001198231339
16.14459713;-0.001254764248
16.30571849;0.0009301990287
16.46763985;-0.001292865114
16.63036121;-0.001976392223
16.79388257;0.0003797799511
16.95820393;2.208189877e-05
17.12332529;-0.0009297092612
17.28924665;-0.001810831045
17.45596801;0.002669561388
17.62348937;0.001988626704
17.79181073;-0.001949380846
17.96093209;0.0002069971295
18.13085345;0.0005783884239
18.30157481;-0.003639317712
18.47309617;0.003826796378
18.64541753;0.001218001124
18.81853889;-0.002573822438
18.99246025;0.0008271350367
19.16718161;-6.156126009e-05
19.34270297;0.0003630486345
19.51902433;-0.002301520532
19.69614569;-0.0007281315184
19.87406704;-0.001601430563
20.0527884;-0.001845768619
20.23230976;0.001505744516
20.41263112;-0.001573595723
20.59375248;-0.001041299486
20.77567384;-0.001127296337
20.9583952;0.0007434973645
21.14191656;-0.0003446573909
21.32623792;0.001305663851
21.51135928;8.577747074e-05
21.69728064;-0.001162209002
21.884002;-0.0003004443049
22.07152336;0.0002062200578
22.25984472;-0.001424331215
22.44896608;-0.0001253197216
22.63888744;-0.0007192348936
22.8296088;-0.0007871123751
23.02113016;-0.0004380352416
23.21345152;0.004687918934
23.40657288;-0.0004769838572
23.60049424;-0.002213246998
23.7952156;-0.0005410312113
23.99073695;4.119805366e-05
24.18705831;-3.378272561e-05
24.38417967;0.001380271922
24.58210103;-0.002159232571
24.78082239;0.001935092522
24.98034375;0.001948778582
25.18066511;0.0002847204007
25.38178647;-0.0006100064221
25.58370783;-0.0003818690354
25.78642919;-0.0009517144556
25.98995055;-0.0004493673335
26.19427191;-0.0005035654938
