S_area;S
1.25;0.944125
1.29512136;0.9466042017
1.341042719;0.9565657715
1.387764079;0.9447897847
1.435285438;0.9447048754
1.483606798;0.9426837593
1.532728157;0.9466129099
1.582649517;0.94990624
1.633370876;0.9480084567
1.684892236;0.9378110185
1.737213595;0.941222326
1.790334955;0.9429694208
1.844256315;0.9376199103
1.898977674;0.943032313
1.954499034;0.9213508445
2.010820393;0.9515202101
2.067941753;0.9467037344
2.125863112;0.9347420105
2.184584472;0.9467989101
2.244105831;0.9463394291
2.304427191;0.9528806435
2.365548551;0.9341551226
2.42746991;0.9433148071
2.49019127;0.9435334721
2.553712629;0.9632604037
2.618033989;0.9440630563
2.683155348;0.9264935418
2.749076708;0.9533798023
2.815798067;0.9117554142
2.883319427;0.9581270456
2.951640786;0.9244538943
3.020762146;0.9500296949
3.090683506;0.9469854261
3.161404865;0.9411502284
3.232926225;0.9456309207
3.305247584;0.952241829
3.378368944;0.9331055023
3.452290303;0.9345349851
3.527011663;0.9335999872
3.602533022;0.9625968236
3.678854382;0.9355326693
3.755975742;0.9435011063
3.833897101;0.9235858117
3.912618461;0.958200261
3.99213982;0.9353583599
4.07246118;0.9081588431
4.153582539;0.9412018034
4.235503899;0.8979268266
4.318225258;0.9612369425
4.401746618;0.9067598033
4.486067977;0.9196439354
4.571189337;0.9704634963
4.657110697;0.9384078054
4.743832056;0.9364324479
4.831353416;0.9730345779
4.919674775;0.9642562559
5.008796135;0.9687011725
5.098717494;0.9376541472
5.189438854;0.9802849995
5.280960213;0.9320894777
5.373281573;0.9489215258
5.466402933;0.9582604341
5.560324292;0.9502594215
5.655045652;0.9313860188
5.750567011;0.9183655517
5.846888371;0.9629825147
5.94400973;0.990866422
6.04193109;0.903872891
6.140652449;0.9591699126
6.240173809;0.9391461582
6.340495168;0.9453678296
6.441616528;0.9507825995
6.543537888;0.9867655135
6.646259247;0.9038912576
6.749780607;0.9442943069
6.854101966;0.9396973796
6.959223326;0.918617479
7.065144685;0.9495554457
7.171866045;0.9316253992
7.279387404;0.9586953212
7.387708764;0.9670510772
7.496830124;0.9880822103
7.606751483;0.9219382798
7.717472843;0.969314589
7.828994202;0.9590517898
7.941315562;0.9203984736
8.054436921;0.9641160995
8.168358281;0.9671336205
8.28307964;0.966635394
8.398601;0.9263656903
8.514922359;0.9443048897
8.632043719;0.9408927654
8.749965079;0.9414962425
8.868686438;0.9622524785
8.988207798;0.9051125252
9.108529157;0.8944575632
9.229650517;0.9405013877
9.351571876;0.9042970004
9.474293236;0.9237435905
9.597814595;0.9549825522
9.722135955;0.9586026052
9.847257315;0.942382525
9.973178674;0.9015753521
10.09990003;0.9352507431
10.22742139;1.010469234
10.35574275;0.9527283333
10.48486411;0.956219607
10.61478547;0.9521462568
10.74550683;0.8542677931
10.87702819;0.9745817259
11.00934955;0.9258862972
11.14247091;0.9771946988
11.27639227;0.993450159
11.41111363;0.9688035471
11.54663499;0.9017921926
11.68295635;0.9673487856
11.82007771;0.9266940923
11.95799907;0.9255491278
12.09672043;0.9145120643
12.23624179;0.9348488725
12.37656315;0.9072020786
12.51768451;0.8787414523
12.65960587;0.9279491099
12.80232722;0.9345698874
12.94584858;1.012365359
13.09016994;0.924165998
13.2352913;0.9463233282
13.38121266;0.9607710692
13.52793402;0.9374858278
13.67545538;1.005145971
13.82377674;0.9344873077
13.9728981;0.9236085645
14.12281946;0.8756148066
14.27354082;0.9234980911
14.42506218;0.9058939049
14.57738354;0.9737692204
14.7305049;0.9574828184
14.88442626;0.9600454937
15.03914762;0.9459623852
15.19466898;0.995250818
15.35099034;0.9640421932
15.5081117;0.9925191486
15.66603306;0.963461033
15.82475442;0.9684749702
15.98427578;0.855158754
16.14459713;0.9783625864
16.30571849;0.9587762475
16.46763985;0.9567698755
16.63036121;0.9296371918
16.79388257;0.972365801
16.95820393;0.9428761386
17.12332529;0.8989745778
17.28924665;1.002776306
17.45596801;0.939131079
17.62348937;0.9375696345
17.79181073;0.9216157958
17.96093209;1.043530154
18.13085345;0.9446174647
18.30157481;0.9278898428
18.47309617;0.9679902392
18.64541753;0.9080318336
18.81853889;0.9748003144
18.99246025;0.9933056709
19.16718161;0.9487754895
19.34270297;0.8897643364
19.51902433;0.8549332655
19.69614569;0.9217796181
19.87406704;1.003640386
20.0527884;0.8722962956
20.23230976;0.8699893198
20.41263112;1.000218925
20.59375248;0.95349074
20.77567384;0.9349053229
20.9583952;0.8928276356
21.14191656;0.9492720536
21.32623792;0.9212934782
21.51135928;0.8884191383
21.69728064;0.9112857869
21.884002;0.941012086
22.07152336;0.9601112661
22.25984472;0.9994670279
22.44896608;0.9697953346
22.63888744;0.8919721651
22.8296088;1.01135167
23.02113016;0.9438663364
23.21345152;0.933180751
23.40657288;0.9994606618
23.60049424;0.94165972
23.7952156;0.977983361
23.99073695;0.8756618989
24.18705831;1.027949978
24.38417967;0.9851208588
24.58210103;0.8972466877
24.78082239;0.9342370042
24.98034375;0.951751097
25.18066511;0.9593833408
25.38178647;0.870595276
25.58370783;0.9645057852
25.78642919;0.9798843093
25.98995055;1.016207067
26.19427191;0.9220383712
