S_area;S
1.25;0.94471125
1.29512136;0.9450843768
1.341042719;0.9438278773
1.387764079;0.9442721487
1.435285438;0.9445850291
1.483606798;0.945103522
1.532728157;0.94512693
1.582649517;0.9437125411
1.633370876;0.9452603102
1.684892236;0.9438606241
1.737213595;0.9442198881
1.790334955;0.9441653646
1.844256315;0.943006983
1.898977674;0.9438972973
1.954499034;0.9455700193
2.010820393;0.9455360086
2.067941753;0.9448529266
2.125863112;0.9439873892
2.184584472;0.9463805622
2.244105831;0.9446081015
2.304427191;0.9459178167
2.365548551;0.9451371818
2.42746991;0.9440588266
2.49019127;0.9455828995
2.553712629;0.9443195172
2.618033989;0.9452647339
2.683155348;0.9456888351
2.749076708;0.9453579964
2.815798067;0.9447101069
2.883319427;0.9442236793
2.951640786;0.9463344075
3.020762146;0.9443974839
3.090683506;0.9453411825
3.161404865;0.9430692011
3.232926225;0.9440532527
3.305247584;0.9455949761
3.378368944;0.9452051306
3.452290303;0.9454045211
3.527011663;0.9447559251
3.602533022;0.9443427888
3.678854382;0.9451142456
3.755975742;0.9451706375
3.833897101;0.9432383682
3.912618461;0.9435631554
3.99213982;0.9445342932
4.07246118;0.9421007708
4.153582539;0.9426804788
4.235503899;0.9467113605
4.318225258;0.9451645081
4.401746618;0.9441306321
4.486067977;0.943639913
4.571189337;0.9417655696
4.657110697;0.9458638396
4.743832056;0.9452061653
4.831353416;0.9464283147
4.919674775;0.9456352869
5.008796135;0.9454428276
5.098717494;0.9443793556
5.189438854;0.9434607414
5.280960213;0.945120247
5.373281573;0.9463423506
5.466402933;0.9451711323
5.560324292;0.9464450391
5.655045652;0.9448987504
5.750567011;0.9457152484
5.846888371;0.9461639403
5.94400973;0.9437036768
6.04193109;0.9445199824
6.140652449;0.9448314891
6.240173809;0.9444471859
6.340495168;0.9439665802
6.441616528;0.9447532465
6.543537888;0.9429532555
6.646259247;0.9427319967
6.749780607;0.9429342261
6.854101966;0.9441799623
6.959223326;0.944933782
7.065144685;0.9450832091
7.171866045;0.9433047831
7.279387404;0.9449190805
7.387708764;0.9447365029
7.496830124;0.9432811535
7.606751483;0.9449601131
7.717472843;0.9452129213
7.828994202;0.9430962996
7.941315562;0.9436188803
8.054436921;0.945155955
8.168358281;0.9473090149
8.28307964;0.9430907402
8.398601;0.944095137
8.514922359;0.9430957707
8.632043719;0.9421487277
8.749965079;0.9412074936
8.868686438;0.9414908836
8.988207798;0.9441303353
9.108529157;0.9466585438
9.229650517;0.9452915763
9.351571876;0.9457244639
9.474293236;0.9464297857
9.597814595;0.9463877093
9.722135955;0.9418805313
9.847257315;0.9426680955
9.973178674;0.9464047903
10.09990003;0.947087826
10.22742139;0.9458472716
10.35574275;0.9417201787
10.48486411;0.9461698648
10.61478547;0.9428954713
10.74550683;0.9447073513
10.87702819;0.9453062045
11.00934955;0.9465013042
11.14247091;0.946558475
11.27639227;0.9443189178
11.41111363;0.9460897254
11.54663499;0.9433773985
11.68295635;0.9422012221
11.82007771;0.9434904227
11.95799907;0.9423321795
12.09672043;0.9422377475
12.23624179;0.946161278
12.37656315;0.9442327555
12.51768451;0.9447159085
12.65960587;0.9440204796
12.80232722;0.9435699234
12.94584858;0.9443543437
13.09016994;0.9483173616
13.2352913;0.945019652
13.38121266;0.9448875698
13.52793402;0.9420379776
13.67545538;0.9467312629
13.82377674;0.9426295122
13.9728981;0.9417034675
14.12281946;0.9431148222
14.27354082;0.9429957478
14.42506218;0.9437957558
14.57738354;0.9487544303
14.7305049;0.9432457854
14.88442626;0.9442307908
15.03914762;0.9440824917
15.19466898;0.9471520934
15.35099034;0.943594674
15.5081117;0.9489258466
15.66603306;0.9432048522
15.82475442;0.9431632755
15.98427578;0.9447266433
16.14459713;0.9472277308
16.30571849;0.9455604626
16.46763985;0.9442297678
16.63036121;0.9454277198
16.79388257;0.9409696375
16.95820393;0.9485232206
17.12332529;0.945413036
17.28924665;0.944226272
17.45596801;0.946218202
17.62348937;0.9400809818
17.79181073;0.9472537951
17.96093209;0.9448168717
18.13085345;0.9489054116
18.30157481;0.9423572377
18.47309617;0.9456655025
18.64541753;0.9456489635
18.81853889;0.9473911125
18.99246025;0.9520540473
19.16718161;0.9454787343
19.34270297;0.9443301015
19.51902433;0.9485757847
19.69614569;0.9429234305
19.87406704;0.9454590545
20.0527884;0.9479253871
20.23230976;0.9445959621
20.41263112;0.9445945052
20.59375248;0.9436263325
20.77567384;0.9420937061
20.9583952;0.9424675946
21.14191656;0.9398533298
21.32623792;0.940636376
21.51135928;0.9438754225
21.69728064;0.946391987
21.884002;0.951954087
22.07152336;0.9443301269
22.25984472;0.9455425541
22.44896608;0.9438892277
22.63888744;0.9450490367
22.8296088;0.9452371227
23.02113016;0.9419095404
23.21345152;0.9499292562
23.40657288;0.9429806015
23.60049424;0.9394530738
23.7952156;0.947132864
23.99073695;0.9412045922
24.18705831;0.9408765684
24.38417967;0.9434239116
24.58210103;0.9460667404
24.78082239;0.941733203
24.98034375;0.9491406511
25.18066511;0.9422101272
25.38178647;0.9416896599
25.58370783;0.93887091
25.78642919;0.9486440503
25.98995055;0.9424086019
26.19427191;0.9435569656
